Poor defending from Dejan Lovren, but referee correct not to give a penalty for his handball. HOFLIV,-0.4,https://twitter.com/DuncanCastles/status/897531934825488384
,2
Dejan Lovren: LFC's deadly front three are unstoppable,-0.2,https://twitter.com/JamesPearceLFC/status/902455612612730881
Sevilla ahead with their first shot on target. A succession of passiveness, poor awareness and a Dejan Lovren error allows Ben Yedder in,-0.07500000000000001,https://twitter.com/MelissaReddy_/status/908040820850401281
Liverpool have had defensive issues compounded by Dejan Lovren's late withdrawals ChrisBascombe ,-0.3,https://twitter.com/TeleFootball/status/910619237517086720
