'It would be awful if Philippe Coutinho left Liverpool for Barcelona'  Roberto Firmino ,-0.5,https://twitter.com/guardian_sport/status/896734600239747073
GOAL Awful stuff from Hoffenheim, Henderson takes advantage and lays it on a plate for Roberto Firmino: 41 ,-1.0,https://twitter.com/MelissaReddy_/status/900431821720215552
GOAL It's been all Liverpool, and Roberto Firmino breaks the deadlock by nodding beyond Petr Cech ,0.0,https://twitter.com/TeleFootball/status/901826047536234496
Roberto Firmino hits the post from the penalty spot after Sadio Mane was brought down in the box ,-0.15555555555555559,https://twitter.com/TeleFootball/status/908068095016796160
,2
