,2
,2
Utterly embarrassing from Hector Bellerin. Hardly even qualifies as Sunday League. LIVARS,-0.14583333333333334,https://twitter.com/DuncanCastles/status/901840740476649473
GOAL Hector Bellerin pounces on the loose ball to make it Arsenal 31 Cologne ,-0.07692307692307693,https://twitter.com/TeleFootball/status/908446278895403008
Jeremy Corbyn and Hector Bellerin shut Piers Morgan out of conversation by speaking in Spanish ,0.0,https://twitter.com/TeleFootball/status/910148736407531520
